"case_id","abbrev","name","group_label","category","original_row_number","signal_density"
42,"SNr","Substantia nigra, reticular part","control","MB",252,3506361.50235
42,"VTA","Ventral tegmental area","control","MB",253,11256397.9239
42,"VTN","Ventral tegmental nucleus","control","MB",254,8865812.5
42,"IC","Inferior colliculus","control","MB",256,10995668.9546
42,"MEV","Midbrain trigeminal nucleus","control","MB",257,12979461.5385
42,"NB","Nucleus of the brachium of the inferior colliculus","control","MB",258,2131346.15385
42,"PBG","Parabigeminal nucleus","control","MB",259,908843.75
42,"SAG","Nucleus sagulum","control","MB",260,6728939.39394
42,"SCop","Superior colliculus, optic layer","control","MB",262,19566869.5652
42,"SCsg","Superior colliculus, superficial gray layer","control","MB",263,7459666.02687
42,"PPN","Pedunculopontine nucleus","control","MB",265,21070776.0417
42,"CLI","Central linear nucleus raphe","control","MB",267,7861833.33333
42,"DR","Dorsal nucleus raphe","control","MB",268,22934680
42,"IF","Interfascicular nucleus raphe","control","MB",269,12680500
42,"IPN","Interpeduncular nucleus","control","MB",270,5022016.66667
42,"SNc","Substantia nigra, compact part","control","MB",271,6211469.87952
42,"BAC","Bed nucleus of the anterior commissure","control","PAL",288,7790250
42,"BST","Bed nuclei of the stria terminalis","control","PAL",289,12650284.1444
42,"GPe","Globus pallidus, external segment","control","PAL",291,6224153.84615
42,"GPi","Globus pallidus, internal segment","control","PAL",292,8629322.14765
42,"MSC","Medial septal complex","control","PAL",294,10393775.6714
42,"TRS","Triangular nucleus of septum","control","PAL",297,5680964.28571
42,"MA","Magnocellular nucleus","control","PAL",299,8712955.55556
42,"SI","Substantia innominata","control","PAL",300,9522838.73795
42,"LS","Lateral septal nucleus","control","STR",303,18410846.2913
42,"SF","Septofimbrial nucleus","control","STR",307,9353451.32743
42,"CP","Caudoputamen","control","STR",309,18264131.5711
42,"ACB","Nucleus accumbens","control","STR",311,21982259.5769
42,"FS","Fundus of striatum","control","STR",312,19310973.6842
42,"OT","Olfactory tubercle","control","STR",313,6371102.68149
42,"AAA","Anterior amygdalar area","control","STR",315,10641823.5294
42,"BA","Bed nucleus of the accessory olfactory tract","control","STR",316,9144000
42,"CEA","Central amygdalar nucleus","control","STR",317,9708694.61078
42,"IA","Intercalated amygdalar nucleus","control","STR",318,17239558.1395
42,"MEA","Medial amygdalar nucleus","control","STR",319,9559292.30769
42,"HIP","Hippocampal region","control","CTXpl",323,11483478.9119
42,"RHP","Retrohippocampal region","control","CTXpl",333,12827376.4371
42,"ACA","Anterior cingulate area","control","CTXpl",343,20271234.3426
42,"AI","Agranular insular area","control","CTXpl",354,15430543.3476
42,"AUD","Auditory areas","control","CTXpl",370,20123120.7577
42,"ECT","Ectorhinal area","control","CTXpl",395,19109843.4783
42,"FRP","Frontal pole, cerebral cortex","control","CTXpl",400,10856112.1212
42,"GU","Gustatory areas","control","CTXpl",404,19652741.5426
42,"ILA","Infralimbic area","control","CTXpl",410,14140958.4416
42,"MO","Somatomotor areas","control","CTXpl",415,19063826.5134
42,"ORB","Orbital area","control","CTXpl",426,19871391.0103
42,"PERI","Perirhinal area","control","CTXpl",442,21079299.6845
42,"PL","Prelimbic area","control","CTXpl",447,16896717.1315
42,"PTLp","Posterior parietal association areas","control","CTXpl",452,22057373.728
42,"RSP","Retrosplenial area","control","CTXpl",465,12363892.34
42,"SS","Somatosensory areas","control","CTXpl",481,26169634.0708
42,"TEa","Temporal association areas","control","CTXpl",531,14726695.5267
42,"VIS","Visual areas","control","CTXpl",537,16676185.8453
42,"VISC","Visceral area","control","CTXpl",585,18963588.8755
42,"AOB","Accessory olfactory bulb","control","CTXpl",592,7000600
42,"AON","Anterior olfactory nucleus","control","CTXpl",594,15679055.4435
42,"COA","Cortical amygdalar area","control","CTXpl",595,7847525.65257
42,"DP","Dorsal peduncular area","control","CTXpl",598,13559455.3571
42,"MOB","Main olfactory bulb","control","CTXpl",599,21051348.4848
42,"NLOT","Nucleus of the lateral olfactory tract","control","CTXpl",600,14296778.5714
42,"PAA","Piriform-amygdalar area","control","CTXpl",603,5295853.24232
42,"PIR","Piriform area","control","CTXpl",604,12755904.6099
42,"TR","Postpiriform transition area","control","CTXpl",605,10066176.3441
42,"TT","Taenia tecta","control","CTXpl",606,13290656.535
42,"BLAa","Basolateral amygdalar nucleus, anterior part","control","CTXsp",609,16685983.1081
42,"BLAp","Basolateral amygdalar nucleus, posterior part","control","CTXsp",610,22737182.5095
42,"BLAv","Basolateral amygdalar nucleus, ventral part","control","CTXsp",611,15474758.9286
42,"BMA","Basomedial amygdalar nucleus","control","CTXsp",612,16091544.6623
42,"CLA","Claustrum","control","CTXsp",613,34835850.4673
42,"EPd","Endopiriform nucleus, dorsal part","control","CTXsp",615,22654573.2165
42,"EPv","Endopiriform nucleus, ventral part","control","CTXsp",616,22169073.5294
42,"LA","Lateral amygdalar nucleus","control","CTXsp",617,14904915.6627
42,"PA","Posterior amygdalar nucleus","control","CTXsp",618,18378248.2759
43,"ACVII","Accessory facial motor nucleus","alcohol","HB",80,7814000
43,"GRN","Gigantocellular reticular nucleus","alcohol","HB",81,2601060.46512
43,"IRN","Intermediate reticular nucleus","alcohol","HB",82,2113312
43,"MARN","Magnocellular reticular nucleus","alcohol","HB",83,3257153.84615
43,"PARN","Parvicellular reticular nucleus","alcohol","HB",84,1506953.48837
43,"VI","Abducens nucleus","alcohol","HB",85,1032428.57143
43,"VII","Facial motor nucleus","alcohol","HB",86,876573.529412
43,"VNC","Vestibular nuclei","alcohol","HB",87,687678.39196
43,"CN","Cochlear nuclei","alcohol","HB",94,215687.5
43,"NTB","Nucleus of the trapezoid body","alcohol","HB",97,3439037.03704
43,"B","Barrington's nucleus","alcohol","HB",101,4702333.33333
43,"DTN","Dorsal tegmental nucleus","alcohol","HB",102,3272000
43,"PCG","Pontine central gray","alcohol","HB",103,4332527.55906
43,"PG","Pontine gray","alcohol","HB",104,15954211.9565
43,"PRNc","Pontine reticular nucleus, caudal part","alcohol","HB",105,11120557.2968
43,"SG","Supragenual nucleus","alcohol","HB",106,724125
43,"SUT","Supratrigeminal nucleus","alcohol","HB",107,9248870.37037
43,"TRN","Tegmental reticular nucleus","alcohol","HB",108,12675483.3948
43,"V","Motor nucleus of trigeminal","alcohol","HB",109,3229817.2043
43,"CS","Superior central nucleus raphe","alcohol","HB",111,5942000
43,"LC","Locus ceruleus","alcohol","HB",112,4307000
43,"LDT","Laterodorsal tegmental nucleus","alcohol","HB",113,6313489.79592
43,"NI","Nucleus incertus","alcohol","HB",114,5273214.28571
43,"PRNr","Pontine reticular nucleus","alcohol","HB",115,6862262.82723
43,"SLC","Subceruleus nucleus","alcohol","HB",116,9284666.66667
43,"SLD","Sublaterodorsal nucleus","alcohol","HB",117,7779000
43,"NLL","Nucleus of the lateral lemniscus","alcohol","HB",119,1309259.84252
43,"PB","Parabrachial nucleus","alcohol","HB",120,7239363.12849
43,"PSV","Principal sensory nucleus of the trigeminal","alcohol","HB",121,1497989.69072
43,"SOC","Superior olivary complex","alcohol","HB",122,2510743.90244
43,"LHA","Lateral hypothalamic area","alcohol","HY",129,8719984.87837
43,"LPO","Lateral preoptic area","alcohol","HY",130,9061618.75
43,"PST","Preparasubthalamic nucleus","alcohol","HY",131,12937000
43,"PSTN","Parasubthalamic nucleus","alcohol","HY",132,13646782.6087
43,"RCH","Retrochiasmatic area","alcohol","HY",133,2372330.76923
43,"STN","Subthalamic nucleus","alcohol","HY",134,4747313.43284
43,"TU","Tuberal nucleus","alcohol","HY",135,2287913.63636
43,"ZI","Zona incerta","alcohol","HY",136,11958519.1257
43,"AHN","Anterior hypothalamic nucleus","alcohol","HY",139,9939059.58549
43,"MBO","Mammillary body","alcohol","HY",140,2843361.47757
43,"MPN","Medial preoptic nucleus","alcohol","HY",147,3837307.69231
43,"PH","Posterior hypothalamic nucleus","alcohol","HY",148,8833783.23699
43,"PMv","Ventral premammillary nucleus","alcohol","HY",149,4995673.91304
43,"PVHd","Paraventricular hypothalamic nucleus, descending division","alcohol","HY",150,8595954.54545
43,"VMH","Ventromedial hypothalamic nucleus","alcohol","HY",151,3888039.82301
43,"ADP","Anterodorsal preoptic nucleus","alcohol","HY",153,5518631.57895
43,"AVP","Anteroventral preoptic nucleus","alcohol","HY",154,1987689.65517
43,"AVPV","Anteroventral periventricular nucleus","alcohol","HY",155,1444666.66667
43,"DMH","Dorsomedial nucleus of the hypothalamus","alcohol","HY",156,8951824.32432
43,"MEPO","Median preoptic nucleus","alcohol","HY",157,4264223.52941
43,"MPO","Medial preoptic area","alcohol","HY",158,5161819.95134
43,"PD","Posterodorsal preoptic nucleus","alcohol","HY",159,8103000
43,"PS","Parastrial nucleus","alcohol","HY",160,5677769.23077
43,"PVp","Periventricular hypothalamic nucleus, posterior part","alcohol","HY",161,879049.180328
43,"PVpo","Periventricular hypothalamic nucleus, preoptic part","alcohol","HY",162,1664357.14286
43,"SBPV","Subparaventricular zone","alcohol","HY",163,10841202.8986
43,"SFO","Subfornical organ","alcohol","HY",164,240800
43,"VLPO","Ventrolateral preoptic nucleus","alcohol","HY",165,1695454.54545
43,"ARH","Arcuate hypothalamic nucleus","alcohol","HY",167,1025670.32967
43,"PVH","Paraventricular hypothalamic nucleus","alcohol","HY",168,4321000
43,"PVa","Periventricular hypothalamic nucleus, anterior part","alcohol","HY",169,2961500
43,"PVi","Periventricular hypothalamic nucleus, intermediate part","alcohol","HY",170,3209914.89362
43,"SO","Supraoptic nucleus","alcohol","HY",171,1546969.69697
43,"ATN","Anterior group of the dorsal thalamus","alcohol","TH",174,4179540.85603
43,"EPI","Epithalamus","alcohol","TH",181,2855915.42289
43,"GENv","Geniculate group, ventral thalamus","alcohol","TH",184,17486371.7949
43,"ILM","Intralaminar nuclei of the dorsal thalamus","alcohol","TH",188,5108368.5446
43,"LAT","Lateral group of the dorsal thalamus","alcohol","TH",193,4999344.00949
43,"MED","Medial group of the dorsal thalamus","alcohol","TH",198,4680137.2549
43,"MTN","Midline group of the dorsal thalamus","alcohol","TH",203,13039793.3333
43,"RT","Reticular nucleus of the thalamus","alcohol","TH",206,5692375
43,"GENd","Geniculate group, dorsal thalamus","alcohol","TH",208,3047575.53957
43,"PP","Peripeduncular nucleus","alcohol","TH",211,9022250
43,"SPA","Subparafascicular area","alcohol","TH",212,8828000
43,"SPF","Subparafascicular nucleus","alcohol","TH",213,12174039.3701
43,"VENT","Ventral group of the dorsal thalamus","alcohol","TH",216,9384194.04019
43,"CUN","Cuneiform nucleus","alcohol","MB",226,9686942.14876
43,"EW","Edinger-Westphal nucleus","alcohol","MB",227,24106500
43,"III","Oculomotor nucleus","alcohol","MB",228,9729187.5
43,"IV","Trochlear nucleus","alcohol","MB",229,12380000
43,"LT","Lateral terminal nucleus of the accessory optic tract","alcohol","MB",230,20220500
43,"MRN","Midbrain reticular nucleus","alcohol","MB",231,10522037.8863
43,"ND","Nucleus of Darkschewitsch","alcohol","MB",233,12227166.6667
43,"PRC","Precommissural nucleus","alcohol","MB",234,15211161.2903
43,"APN","Anterior pretectal nucleus","alcohol","MB",236,4962992.8401
43,"MPT","Medial pretectal area","alcohol","MB",237,9388500
43,"NOT","Nucleus of the optic tract","alcohol","MB",238,8290285.71429
43,"NPC","Nucleus of the posterior commissure","alcohol","MB",239,13267055.5556
43,"OP","Olivary pretectal nucleus","alcohol","MB",240,3906965.51724
43,"PPT","Posterior pretectal nucleus","alcohol","MB",241,15273083.3333
43,"RN","Red nucleus","alcohol","MB",242,8342397.6378
43,"RR","Midbrain reticular nucleus, retrorubral area","alcohol","MB",243,7974210.81081
43,"SCdg","Superior colliculus, motor related, deep gray layer","alcohol","MB",245,15057860.4167
43,"SCdw","Superior colliculus, motor related, deep white layer","alcohol","MB",246,9510503.87597
43,"SCig","Superior colliculus, motor related, intermediate gray layer","alcohol","MB",247,12322217.9732
43,"SCiw","Superior colliculus, motor related, intermediate white layer","alcohol","MB",251,12692258.2697
43,"SNr","Substantia nigra, reticular part","alcohol","MB",252,3711207.26172
43,"VTA","Ventral tegmental area","alcohol","MB",253,6530523.65931
43,"VTN","Ventral tegmental nucleus","alcohol","MB",254,4098357.14286
43,"IC","Inferior colliculus","alcohol","MB",256,8541144.08808
43,"MEV","Midbrain trigeminal nucleus","alcohol","MB",257,9715071.42857
43,"NB","Nucleus of the brachium of the inferior colliculus","alcohol","MB",258,5911711.53846
43,"PBG","Parabigeminal nucleus","alcohol","MB",259,1006341.46341
43,"SAG","Nucleus sagulum","alcohol","MB",260,8275585.36585
43,"SCop","Superior colliculus, optic layer","alcohol","MB",262,11675084.6774
43,"SCsg","Superior colliculus, superficial gray layer","alcohol","MB",263,3699503.58423
43,"PPN","Pedunculopontine nucleus","alcohol","MB",265,9802432.83582
43,"CLI","Central linear nucleus raphe","alcohol","MB",267,8828125
43,"DR","Dorsal nucleus raphe","alcohol","MB",268,13705400
43,"IF","Interfascicular nucleus raphe","alcohol","MB",269,15622090.9091
43,"IPN","Interpeduncular nucleus","alcohol","MB",270,4725161.29032
43,"SNc","Substantia nigra, compact part","alcohol","MB",271,6123613.63636
43,"BAC","Bed nucleus of the anterior commissure","alcohol","PAL",288,9730600
43,"BST","Bed nuclei of the stria terminalis","alcohol","PAL",289,10180107.0932
43,"GPe","Globus pallidus, external segment","alcohol","PAL",291,5737892.08633
43,"GPi","Globus pallidus, internal segment","alcohol","PAL",292,10688712.6437
43,"MSC","Medial septal complex","alcohol","PAL",294,7848934.17722
43,"TRS","Triangular nucleus of septum","alcohol","PAL",297,7952276.59574
43,"MA","Magnocellular nucleus","alcohol","PAL",299,5353854.30464
43,"SI","Substantia innominata","alcohol","PAL",300,9748297.14739
43,"LS","Lateral septal nucleus","alcohol","STR",303,17501397.9829
43,"SF","Septofimbrial nucleus","alcohol","STR",307,12855650.4065
43,"CP","Caudoputamen","alcohol","STR",309,12730412.9452
43,"ACB","Nucleus accumbens","alcohol","STR",311,12130387.0314
43,"FS","Fundus of striatum","alcohol","STR",312,14533932.9268
43,"OT","Olfactory tubercle","alcohol","STR",313,1947121.17843
43,"AAA","Anterior amygdalar area","alcohol","STR",315,8518015.5642
43,"BA","Bed nucleus of the accessory olfactory tract","alcohol","STR",316,6853000
43,"CEA","Central amygdalar nucleus","alcohol","STR",317,10040033.3333
43,"IA","Intercalated amygdalar nucleus","alcohol","STR",318,12128723.4043
43,"MEA","Medial amygdalar nucleus","alcohol","STR",319,9241492.53731
43,"HIP","Hippocampal region","alcohol","CTXpl",323,9379147.11106
43,"RHP","Retrohippocampal region","alcohol","CTXpl",333,5450964.31087
43,"ACA","Anterior cingulate area","alcohol","CTXpl",343,7588939.27694
43,"AI","Agranular insular area","alcohol","CTXpl",354,11365741.3569
43,"AUD","Auditory areas","alcohol","CTXpl",370,9726985.53412
43,"ECT","Ectorhinal area","alcohol","CTXpl",395,8261152.20294
43,"FRP","Frontal pole, cerebral cortex","alcohol","CTXpl",400,5685872.34043
43,"GU","Gustatory areas","alcohol","CTXpl",404,15261958.6563
43,"ILA","Infralimbic area","alcohol","CTXpl",410,7979662.84404
43,"MO","Somatomotor areas","alcohol","CTXpl",415,10384211.4401
43,"ORB","Orbital area","alcohol","CTXpl",426,7937250
43,"PERI","Perirhinal area","alcohol","CTXpl",442,5999301.9432
43,"PL","Prelimbic area","alcohol","CTXpl",447,6940211.97411
43,"PTLp","Posterior parietal association areas","alcohol","CTXpl",452,12569824.4337
43,"RSP","Retrosplenial area","alcohol","CTXpl",465,8209594.63087
43,"SS","Somatosensory areas","alcohol","CTXpl",481,12738711.0274
43,"TEa","Temporal association areas","alcohol","CTXpl",531,8851974.10072
43,"VIS","Visual areas","alcohol","CTXpl",537,9425797.80639
43,"VISC","Visceral area","alcohol","CTXpl",585,13908782.8627
43,"AOB","Accessory olfactory bulb","alcohol","CTXpl",592,6249105.26316
43,"AON","Anterior olfactory nucleus","alcohol","CTXpl",594,11114239.8287
43,"COA","Cortical amygdalar area","alcohol","CTXpl",595,4284518.08242
43,"DP","Dorsal peduncular area","alcohol","CTXpl",598,6069315.78947
43,"MOB","Main olfactory bulb","alcohol","CTXpl",599,10519320.3593
43,"NLOT","Nucleus of the lateral olfactory tract","alcohol","CTXpl",600,5164444.44444
43,"PAA","Piriform-amygdalar area","alcohol","CTXpl",603,2529906.35452
43,"PIR","Piriform area","alcohol","CTXpl",604,7030899.70501
43,"TR","Postpiriform transition area","alcohol","CTXpl",605,5514643.28657
43,"TT","Taenia tecta","alcohol","CTXpl",606,7636170.60367
43,"BLAa","Basolateral amygdalar nucleus, anterior part","alcohol","CTXsp",609,9327917.77188
43,"BLAp","Basolateral amygdalar nucleus, posterior part","alcohol","CTXsp",610,11950709.6774
43,"BLAv","Basolateral amygdalar nucleus, ventral part","alcohol","CTXsp",611,6590661.01695
43,"BMA","Basomedial amygdalar nucleus","alcohol","CTXsp",612,10777274.6615
43,"CLA","Claustrum","alcohol","CTXsp",613,17724280.9917
43,"EPd","Endopiriform nucleus, dorsal part","alcohol","CTXsp",615,13609451.7167
43,"EPv","Endopiriform nucleus, ventral part","alcohol","CTXsp",616,14051339.6226
43,"LA","Lateral amygdalar nucleus","alcohol","CTXsp",617,7980545.77465
43,"PA","Posterior amygdalar nucleus","alcohol","CTXsp",618,6781680.9816
44,"PG","Pontine gray","alcohol","HB",104,21396665.493
44,"TRN","Tegmental reticular nucleus","alcohol","HB",108,13338094.9721
44,"CS","Superior central nucleus raphe","alcohol","HB",111,5035132.74336
44,"PRNr","Pontine reticular nucleus","alcohol","HB",115,4526478.26087
44,"NLL","Nucleus of the lateral lemniscus","alcohol","HB",119,758024.691358
44,"LHA","Lateral hypothalamic area","alcohol","HY",129,10724588.1944
44,"LPO","Lateral preoptic area","alcohol","HY",130,7416551.80723
44,"PST","Preparasubthalamic nucleus","alcohol","HY",131,26070200
44,"PSTN","Parasubthalamic nucleus","alcohol","HY",132,20922086.9565
44,"RCH","Retrochiasmatic area","alcohol","HY",133,3117625
44,"STN","Subthalamic nucleus","alcohol","HY",134,7805306.45161
44,"TU","Tuberal nucleus","alcohol","HY",135,3249830.98592
44,"ZI","Zona incerta","alcohol","HY",136,11092437.6278
44,"AHN","Anterior hypothalamic nucleus","alcohol","HY",139,8821664.81994
44,"MBO","Mammillary body","alcohol","HY",140,5231264.26426
44,"MPN","Medial preoptic nucleus","alcohol","HY",147,1733824.17582
44,"PH","Posterior hypothalamic nucleus","alcohol","HY",148,15384733.3333
44,"PMv","Ventral premammillary nucleus","alcohol","HY",149,7216711.11111
44,"PVHd","Paraventricular hypothalamic nucleus, descending division","alcohol","HY",150,16767263.1579
44,"VMH","Ventromedial hypothalamic nucleus","alcohol","HY",151,5398507.46269
44,"ADP","Anterodorsal preoptic nucleus","alcohol","HY",153,8619875
44,"AVP","Anteroventral preoptic nucleus","alcohol","HY",154,2064074.07407
44,"AVPV","Anteroventral periventricular nucleus","alcohol","HY",155,1390833.33333
44,"DMH","Dorsomedial nucleus of the hypothalamus","alcohol","HY",156,11978262.9108
44,"MEPO","Median preoptic nucleus","alcohol","HY",157,4421000
44,"MPO","Medial preoptic area","alcohol","HY",158,3140797.81421
44,"PD","Posterodorsal preoptic nucleus","alcohol","HY",159,8184500
44,"PS","Parastrial nucleus","alcohol","HY",160,6031000
44,"PVp","Periventricular hypothalamic nucleus, posterior part","alcohol","HY",161,1377517.24138
44,"PVpo","Periventricular hypothalamic nucleus, preoptic part","alcohol","HY",162,2409289.47368
44,"SBPV","Subparaventricular zone","alcohol","HY",163,9566600
44,"SFO","Subfornical organ","alcohol","HY",164,520000
44,"VLPO","Ventrolateral preoptic nucleus","alcohol","HY",165,720833.333333
44,"ARH","Arcuate hypothalamic nucleus","alcohol","HY",167,1880209.87654
44,"PVH","Paraventricular hypothalamic nucleus","alcohol","HY",168,7283652.17391
44,"PVa","Periventricular hypothalamic nucleus, anterior part","alcohol","HY",169,3291800
44,"PVi","Periventricular hypothalamic nucleus, intermediate part","alcohol","HY",170,4802702.12766
44,"SO","Supraoptic nucleus","alcohol","HY",171,3730481.48148
44,"ATN","Anterior group of the dorsal thalamus","alcohol","TH",174,6254175.38897
44,"EPI","Epithalamus","alcohol","TH",181,4663163.15789
44,"GENv","Geniculate group, ventral thalamus","alcohol","TH",184,22645179.8561
44,"ILM","Intralaminar nuclei of the dorsal thalamus","alcohol","TH",188,6959926.58228
44,"LAT","Lateral group of the dorsal thalamus","alcohol","TH",193,7383429.28661
44,"MED","Medial group of the dorsal thalamus","alcohol","TH",198,5917964.39628
44,"MTN","Midline group of the dorsal thalamus","alcohol","TH",203,14953805.8608
44,"RT","Reticular nucleus of the thalamus","alcohol","TH",206,5195533.60489
44,"GENd","Geniculate group, dorsal thalamus","alcohol","TH",208,7032484.21053
44,"PP","Peripeduncular nucleus","alcohol","TH",211,3705250
44,"SPA","Subparafascicular area","alcohol","TH",212,9141368.42105
44,"SPF","Subparafascicular nucleus","alcohol","TH",213,10156914.5299
44,"VENT","Ventral group of the dorsal thalamus","alcohol","TH",216,8590228.50318
44,"CUN","Cuneiform nucleus","alcohol","MB",226,1564857.14286
44,"EW","Edinger-Westphal nucleus","alcohol","MB",227,68446250
44,"III","Oculomotor nucleus","alcohol","MB",228,26420545.4545
44,"IV","Trochlear nucleus","alcohol","MB",229,12246500
44,"LT","Lateral terminal nucleus of the accessory optic tract","alcohol","MB",230,6872000
44,"MRN","Midbrain reticular nucleus","alcohol","MB",231,11015993.0636
44,"ND","Nucleus of Darkschewitsch","alcohol","MB",233,26716090.9091
44,"PRC","Precommissural nucleus","alcohol","MB",234,17262633.3333
44,"APN","Anterior pretectal nucleus","alcohol","MB",236,8000505.10204
44,"MPT","Medial pretectal area","alcohol","MB",237,11608390.2439
44,"NOT","Nucleus of the optic tract","alcohol","MB",238,6502838.70968
44,"NPC","Nucleus of the posterior commissure","alcohol","MB",239,16555759.0361
44,"OP","Olivary pretectal nucleus","alcohol","MB",240,7288222.22222
44,"PPT","Posterior pretectal nucleus","alcohol","MB",241,9276863.63636
44,"RN","Red nucleus","alcohol","MB",242,8310217.19457
44,"RR","Midbrain reticular nucleus, retrorubral area","alcohol","MB",243,8196248.52071
44,"SCdg","Superior colliculus, motor related, deep gray layer","alcohol","MB",245,9508113.16397
44,"SCdw","Superior colliculus, motor related, deep white layer","alcohol","MB",246,6025271.02804
44,"SCig","Superior colliculus, motor related, intermediate gray layer","alcohol","MB",247,12526029.2208
44,"SCiw","Superior colliculus, motor related, intermediate white layer","alcohol","MB",251,12076208.3897
44,"SNr","Substantia nigra, reticular part","alcohol","MB",252,4067482.48408
44,"VTA","Ventral tegmental area","alcohol","MB",253,9877254.12541
44,"VTN","Ventral tegmental nucleus","alcohol","MB",254,303000
44,"IC","Inferior colliculus","alcohol","MB",256,3448422.48062
44,"MEV","Midbrain trigeminal nucleus","alcohol","MB",257,3217000
44,"NB","Nucleus of the brachium of the inferior colliculus","alcohol","MB",258,8094580
44,"PBG","Parabigeminal nucleus","alcohol","MB",259,6774718.75
44,"SAG","Nucleus sagulum","alcohol","MB",260,4126451.6129
44,"SCop","Superior colliculus, optic layer","alcohol","MB",262,18144889.3805
44,"SCsg","Superior colliculus, superficial gray layer","alcohol","MB",263,7929187.82609
44,"PPN","Pedunculopontine nucleus","alcohol","MB",265,3264869.04762
44,"CLI","Central linear nucleus raphe","alcohol","MB",267,12795619.0476
44,"DR","Dorsal nucleus raphe","alcohol","MB",268,18278914.2857
44,"IF","Interfascicular nucleus raphe","alcohol","MB",269,14003500
44,"IPN","Interpeduncular nucleus","alcohol","MB",270,6676218.75
44,"SNc","Substantia nigra, compact part","alcohol","MB",271,6036950
44,"BAC","Bed nucleus of the anterior commissure","alcohol","PAL",288,14272333.3333
44,"BST","Bed nuclei of the stria terminalis","alcohol","PAL",289,14180598.1453
44,"GPe","Globus pallidus, external segment","alcohol","PAL",291,4561351.94585
44,"GPi","Globus pallidus, internal segment","alcohol","PAL",292,9219144.73684
44,"MSC","Medial septal complex","alcohol","PAL",294,7666905.0536
44,"TRS","Triangular nucleus of septum","alcohol","PAL",297,13353240
44,"MA","Magnocellular nucleus","alcohol","PAL",299,8530522.72727
44,"SI","Substantia innominata","alcohol","PAL",300,10727701.9983
44,"LS","Lateral septal nucleus","alcohol","STR",303,15658090.1572
44,"SF","Septofimbrial nucleus","alcohol","STR",307,13623733.3333
44,"CP","Caudoputamen","alcohol","STR",309,14702062.6554
44,"ACB","Nucleus accumbens","alcohol","STR",311,17620278.0656
44,"FS","Fundus of striatum","alcohol","STR",312,17838236.3636
44,"OT","Olfactory tubercle","alcohol","STR",313,11459452.2293
44,"AAA","Anterior amygdalar area","alcohol","STR",315,12691383.6735
44,"BA","Bed nucleus of the accessory olfactory tract","alcohol","STR",316,16146111.1111
44,"CEA","Central amygdalar nucleus","alcohol","STR",317,17482203.7037
44,"IA","Intercalated amygdalar nucleus","alcohol","STR",318,22947302.3256
44,"MEA","Medial amygdalar nucleus","alcohol","STR",319,16119927.1845
44,"HIP","Hippocampal region","alcohol","CTXpl",323,8814754.79499
44,"RHP","Retrohippocampal region","alcohol","CTXpl",333,8593683.60196
44,"ACA","Anterior cingulate area","alcohol","CTXpl",343,10150223.8748
44,"AI","Agranular insular area","alcohol","CTXpl",354,14252489.8013
44,"AUD","Auditory areas","alcohol","CTXpl",370,18415927.5834
44,"ECT","Ectorhinal area","alcohol","CTXpl",395,13793355.4502
44,"FRP","Frontal pole, cerebral cortex","alcohol","CTXpl",400,4762332.35294
44,"GU","Gustatory areas","alcohol","CTXpl",404,15768924.3466
44,"ILA","Infralimbic area","alcohol","CTXpl",410,13173514.8248
44,"MO","Somatomotor areas","alcohol","CTXpl",415,9740670.98592
44,"ORB","Orbital area","alcohol","CTXpl",426,11920467.8653
44,"PERI","Perirhinal area","alcohol","CTXpl",442,11190214.1653
44,"PL","Prelimbic area","alcohol","CTXpl",447,12402291.4286
44,"PTLp","Posterior parietal association areas","alcohol","CTXpl",452,18569576.9603
44,"RSP","Retrosplenial area","alcohol","CTXpl",465,7686466.20047
44,"SS","Somatosensory areas","alcohol","CTXpl",481,14339345.4998
44,"TEa","Temporal association areas","alcohol","CTXpl",531,14570617.3313
44,"VIS","Visual areas","alcohol","CTXpl",537,21810701.5488
44,"VISC","Visceral area","alcohol","CTXpl",585,12979160.2273
44,"AOB","Accessory olfactory bulb","alcohol","CTXpl",592,161928.571429
44,"AON","Anterior olfactory nucleus","alcohol","CTXpl",594,12717942.3347
44,"COA","Cortical amygdalar area","alcohol","CTXpl",595,12516023.369
44,"DP","Dorsal peduncular area","alcohol","CTXpl",598,7815259.61538
44,"MOB","Main olfactory bulb","alcohol","CTXpl",599,249666.666667
44,"NLOT","Nucleus of the lateral olfactory tract","alcohol","CTXpl",600,16945775.3623
44,"PAA","Piriform-amygdalar area","alcohol","CTXpl",603,16442534.8837
44,"PIR","Piriform area","alcohol","CTXpl",604,16684145.4209
44,"TR","Postpiriform transition area","alcohol","CTXpl",605,8245670.83333
44,"TT","Taenia tecta","alcohol","CTXpl",606,8597395.06173
44,"BLAa","Basolateral amygdalar nucleus, anterior part","alcohol","CTXsp",609,17124437.5
44,"BLAp","Basolateral amygdalar nucleus, posterior part","alcohol","CTXsp",610,14885730.1038
44,"BLAv","Basolateral amygdalar nucleus, ventral part","alcohol","CTXsp",611,15340950.9804
44,"BMA","Basomedial amygdalar nucleus","alcohol","CTXsp",612,20830219.0889
44,"CLA","Claustrum","alcohol","CTXsp",613,30231232.0675
44,"EPd","Endopiriform nucleus, dorsal part","alcohol","CTXsp",615,21830715.9763
44,"EPv","Endopiriform nucleus, ventral part","alcohol","CTXsp",616,21489739.7959
44,"LA","Lateral amygdalar nucleus","alcohol","CTXsp",617,23178751.7241
